noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
glove,woman,chose,HIGH,psychological,The woman started to,The glove started to,The woman chose and started to,The glove fell and started to,The glove chose and started to,1,VERB
amplifier,woman,conceded,HIGH-MID,psychological,The woman started to,The amplifier started to,The woman conceded and started to,The amplifier fell and started to,The amplifier conceded and started to,1,VERB
stove,girl,drank,HIGH,physical,The girl became very,The stove became very,The girl drank and became very,The stove fell and became very,The stove drank and became very,3,ADJ
ball,boy,whispered,HIGH,physical,The boy was very,The ball was very,The boy whispered and was very,The ball fell and was very,The ball whispered and was very,2,ADJ
pipe,man,nodded,HIGH,physical,The man started to,The pipe started to,The man nodded and started to,The pipe fell and started to,The pipe nodded and started to,1,VERB
refrigerator,woman,sighed,HIGH,physical,The woman started to,The refrigerator started to,The woman sighed and started to,The refrigerator fell and started to,The refrigerator sighed and started to,1,VERB
chair,woman,guessed,HIGH,psychological,The woman started to,The chair started to,The woman guessed and started to,The chair fell and started to,The chair guessed and started to,1,VERB
cake,person,remembered,HIGH,psychological,The person started to,The cake started to,The person remembered and started to,The cake fell and started to,The cake remembered and started to,1,VERB
map,woman,voted,MID,psychological,The woman was very,The map was very,The woman voted and was very,The map fell and was very,The map voted and was very,2,ADJ
moccasin,girl,volunteered,HIGH,psychological,The girl started to,The moccasin started to,The girl volunteered and started to,The moccasin fell and started to,The moccasin volunteered and started to,1,VERB
hair,boy,frowned,HIGH,physical,The boy was very,The hair was very,The boy frowned and was very,The hair fell and was very,The hair frowned and was very,2,ADJ
map,man,hissed,HIGH-MID,physical,The man was very,The map was very,The man hissed and was very,The map fell and was very,The map hissed and was very,2,ADJ
candy,person,shuddered,HIGH-MID,physical,The person began to,The candy began to,The person shuddered and began to,The candy fell and began to,The candy shuddered and began to,0,VERB
dish,child,guessed,HIGH,psychological,The child was very,The dish was very,The child guessed and was very,The dish fell and was very,The dish guessed and was very,2,ADJ
ski,child,pissed,HIGH,physical,The child started to,The ski started to,The child pissed and started to,The ski fell and started to,The ski pissed and started to,1,VERB
candle,boy,mumbled,HIGH,physical,The boy began to,The candle began to,The boy mumbled and began to,The candle fell and began to,The candle mumbled and began to,0,VERB
key,woman,snored,HIGH,physical,The woman began to,The key began to,The woman snored and began to,The key fell and began to,The key snored and began to,0,VERB
wheel,girl,blinked,HIGH,physical,The girl became very,The wheel became very,The girl blinked and became very,The wheel fell and became very,The wheel blinked and became very,3,ADJ
dart,man,learnt,HIGH,psychological,The man was very,The dart was very,The man learnt and was very,The dart fell and was very,The dart learnt and was very,2,ADJ
stairs,man,ate,HIGH,physical,The man began to,The stairs began to,The man ate and began to,The stairs fell and began to,The stairs ate and began to,0,VERB
collage,woman,rushed,HIGH-MID,psychological,The woman became very,The collage became very,The woman rushed and became very,The collage fell and became very,The collage rushed and became very,3,ADJ
stick,woman,applauded,HIGH-MID,psychological,The woman was very,The stick was very,The woman applauded and was very,The stick fell and was very,The stick applauded and was very,2,ADJ
bow,woman,coughed,HIGH,physical,The woman began to,The bow began to,The woman coughed and began to,The bow fell and began to,The bow coughed and began to,0,VERB
chocolate,boy,rushed,HIGH-MID,psychological,The boy became very,The chocolate became very,The boy rushed and became very,The chocolate fell and became very,The chocolate rushed and became very,3,ADJ
cannon,person,jogged,HIGH-MID,physical,The person became very,The cannon became very,The person jogged and became very,The cannon fell and became very,The cannon jogged and became very,3,ADJ
vase,man,grinned,HIGH,physical,The man started to,The vase started to,The man grinned and started to,The vase fell and started to,The vase grinned and started to,1,VERB
hammer,person,worried,HIGH-MID,psychological,The person was very,The hammer was very,The person worried and was very,The hammer fell and was very,The hammer worried and was very,2,ADJ
vest,child,shouted,HIGH,physical,The child was very,The vest was very,The child shouted and was very,The vest fell and was very,The vest shouted and was very,2,ADJ
cocktail,man,paid,HIGH-MID,psychological,The man began to,The cocktail began to,The man paid and began to,The cocktail fell and began to,The cocktail paid and began to,0,VERB
umbrella,girl,walked,HIGH,physical,The girl began to,The umbrella began to,The girl walked and began to,The umbrella fell and began to,The umbrella walked and began to,0,VERB
tablespoon,person,winked,HIGH-MID,physical,The person was very,The tablespoon was very,The person winked and was very,The tablespoon fell and was very,The tablespoon winked and was very,2,ADJ
electron,boy,nodded,HIGH,physical,The boy became very,The electron became very,The boy nodded and became very,The electron fell and became very,The electron nodded and became very,3,ADJ
fruit,girl,swam,MID,physical,The girl was very,The fruit was very,The girl swam and was very,The fruit fell and was very,The fruit swam and was very,2,ADJ
steak,girl,giggled,HIGH,physical,The girl started to,The steak started to,The girl giggled and started to,The steak fell and started to,The steak giggled and started to,1,VERB
bench,child,evacuated,HIGH-MID,psychological,The child became very,The bench became very,The child evacuated and became very,The bench fell and became very,The bench evacuated and became very,3,ADJ
magazine,girl,groaned,HIGH,psychological,The girl was very,The magazine was very,The girl groaned and was very,The magazine fell and was very,The magazine groaned and was very,2,ADJ
spoon,man,exclaimed,HIGH,psychological,The man was very,The spoon was very,The man exclaimed and was very,The spoon fell and was very,The spoon exclaimed and was very,2,ADJ
bandage,woman,panted,HIGH,physical,The woman started to,The bandage started to,The woman panted and started to,The bandage fell and started to,The bandage panted and started to,1,VERB
coffin,man,smiled,HIGH,physical,The man was very,The coffin was very,The man smiled and was very,The coffin fell and was very,The coffin smiled and was very,2,ADJ
bagpipe,boy,dined,HIGH,physical,The boy became very,The bagpipe became very,The boy dined and became very,The bagpipe fell and became very,The bagpipe dined and became very,3,ADJ
missile,child,fumbled,HIGH,physical,The child was very,The missile was very,The child fumbled and was very,The missile fell and was very,The missile fumbled and was very,2,ADJ
car,girl,barked,MID,physical,The girl started to,The car started to,The girl barked and started to,The car fell and started to,The car barked and started to,1,VERB
book,boy,graduated,HIGH-MID,psychological,The boy was very,The book was very,The boy graduated and was very,The book fell and was very,The book graduated and was very,2,ADJ
ticket,boy,clapped,HIGH,physical,The boy started to,The ticket started to,The boy clapped and started to,The ticket fell and started to,The ticket clapped and started to,1,VERB
