noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
sword,engineer,pled,HIGH,psychological,The engineer began to,The sword began to,The engineer pled and began to,The sword fell and began to,The sword pled and began to,0,VERB
photograph,painter,listened,HIGH,physical,The painter began to,The photograph began to,The painter listened and began to,The photograph fell and began to,The photograph listened and began to,0,VERB
thorn,broker,knelt,HIGH,physical,The broker became very,The thorn became very,The broker knelt and became very,The thorn fell and became very,The thorn knelt and became very,3,ADJ
stand,prime minister,revelled,HIGH,psychological,The prime minister started to,The stand started to,The prime minister revelled and started to,The stand fell and started to,The stand revelled and started to,1,VERB
hairpin,artistic director,inhaled,HIGH,physical,The artistic director started to,The hairpin started to,The artistic director inhaled and started to,The hairpin fell and started to,The hairpin inhaled and started to,1,VERB
jacket,grandmother,paced,HIGH,physical,The grandmother started to,The jacket started to,The grandmother paced and started to,The jacket fell and started to,The jacket paced and started to,1,VERB
costume,grandfather,panicked,HIGH,psychological,The grandfather started to,The costume started to,The grandfather panicked and started to,The costume fell and started to,The costume panicked and started to,1,VERB
well,president,sang,HIGH-MID,physical,The president was very,The well was very,The president sang and was very,The well fell and was very,The well sang and was very,2,ADJ
costume,grandfather,exclaimed,HIGH,psychological,The grandfather became very,The costume became very,The grandfather exclaimed and became very,The costume fell and became very,The costume exclaimed and became very,3,ADJ
casket,curator,commented,HIGH-MID,psychological,The curator was very,The casket was very,The curator commented and was very,The casket fell and was very,The casket commented and was very,2,ADJ
banner,vice president,complained,HIGH,psychological,The vice president began to,The banner began to,The vice president complained and began to,The banner fell and began to,The banner complained and began to,0,VERB
ring,director,slept,HIGH,physical,The director began to,The ring began to,The director slept and began to,The ring fell and began to,The ring slept and began to,0,VERB
letter,wife,muttered,HIGH,physical,The wife began to,The letter began to,The wife muttered and began to,The letter fell and began to,The letter muttered and began to,0,VERB
penny,attorney general,omitted,HIGH,physical,The attorney general became very,The penny became very,The attorney general omitted and became very,The penny fell and became very,The penny omitted and became very,3,ADJ
ribbon,attorney general,trained,HIGH-MID,psychological,The attorney general began to,The ribbon began to,The attorney general trained and began to,The ribbon fell and began to,The ribbon trained and began to,0,VERB
ski,grandfather,commented,HIGH-MID,psychological,The grandfather became very,The ski became very,The grandfather commented and became very,The ski fell and became very,The ski commented and became very,3,ADJ
rifle,founder,glared,HIGH,physical,The founder became very,The rifle became very,The founder glared and became very,The rifle fell and became very,The rifle glared and became very,3,ADJ
shield,associate,listened,HIGH,physical,The associate was very,The shield was very,The associate listened and was very,The shield fell and was very,The shield listened and was very,2,ADJ
record,person,enlisted,HIGH-MID,psychological,The person started to,The record started to,The person enlisted and started to,The record fell and started to,The record enlisted and started to,1,VERB
magazine,student,bled,MID,physical,The student was very,The magazine was very,The student bled and was very,The magazine fell and was very,The magazine bled and was very,2,ADJ
refrigerator,archaeologist,cursed,HIGH,psychological,The archaeologist was very,The refrigerator was very,The archaeologist cursed and was very,The refrigerator fell and was very,The refrigerator cursed and was very,2,ADJ
camera,pilot,voted,MID,psychological,The pilot became very,The camera became very,The pilot voted and became very,The camera fell and became very,The camera voted and became very,3,ADJ
canoe,change over,bled,MID,physical,The change over began to,The canoe began to,The change over bled and began to,The canoe fell and began to,The canoe bled and began to,0,VERB
cup,manager,waited,HIGH,psychological,The manager started to,The cup started to,The manager waited and started to,The cup fell and started to,The cup waited and started to,1,VERB
lamp,dean,gazed,HIGH,physical,The dean became very,The lamp became very,The dean gazed and became very,The lamp fell and became very,The lamp gazed and became very,3,ADJ
shoe,carpenter,starved,HIGH,physical,The carpenter started to,The shoe started to,The carpenter starved and started to,The shoe fell and started to,The shoe starved and started to,1,VERB
piano,secretary,thought,HIGH,psychological,The secretary became very,The piano became very,The secretary thought and became very,The piano fell and became very,The piano thought and became very,3,ADJ
bag,nephew,nodded,HIGH,physical,The nephew was very,The bag was very,The nephew nodded and was very,The bag fell and was very,The bag nodded and was very,2,ADJ
tank,operator,pled,HIGH,psychological,The operator became very,The tank became very,The operator pled and became very,The tank fell and became very,The tank pled and became very,3,ADJ
tractor,niece,shouted,HIGH,physical,The niece started to,The tractor started to,The niece shouted and started to,The tractor fell and started to,The tractor shouted and started to,1,VERB
plate,secretary,blinked,HIGH,physical,The secretary began to,The plate began to,The secretary blinked and began to,The plate fell and began to,The plate blinked and began to,0,VERB
gun,writer,bellowed,HIGH,physical,The writer became very,The gun became very,The writer bellowed and became very,The gun fell and became very,The gun bellowed and became very,3,ADJ
kilt,bartender,painted,HIGH-MID,physical,The bartender was very,The kilt was very,The bartender painted and was very,The kilt fell and was very,The kilt painted and was very,2,ADJ
twig,associate justice,chanted,HIGH,psychological,The associate justice became very,The twig became very,The associate justice chanted and became very,The twig fell and became very,The twig chanted and became very,3,ADJ
yacht,chief of staff,volunteered,HIGH,psychological,The chief of staff was very,The yacht was very,The chief of staff volunteered and was very,The yacht fell and was very,The yacht volunteered and was very,2,ADJ
block,author,bowed,HIGH-MID,physical,The author started to,The block started to,The author bowed and started to,The block fell and started to,The block bowed and started to,1,VERB
boot,reporter,mourned,HIGH-MID,psychological,The reporter was very,The boot was very,The reporter mourned and was very,The boot fell and was very,The boot mourned and was very,2,ADJ
cannon,chancellor,squinted,HIGH,physical,The chancellor started to,The cannon started to,The chancellor squinted and started to,The cannon fell and started to,The cannon squinted and started to,1,VERB
telephone,pilot,evacuated,HIGH-MID,psychological,The pilot began to,The telephone began to,The pilot evacuated and began to,The telephone fell and began to,The telephone evacuated and began to,0,VERB
football,author,grunted,HIGH,physical,The author became very,The football became very,The author grunted and became very,The football fell and became very,The football grunted and became very,3,ADJ
